-7.112996578216552734e+00,-7.529877662658691406e+00
-7.111904144287109375e+00,-7.418214321136474609e+00
-6.816691398620605469e+00,-7.074328422546386719e+00
-7.592733860015869141e+00,-7.438211441040039062e+00
-7.719072341918945312e+00,-6.859438419342041016e+00
-8.100275039672851562e+00,-7.237908840179443359e+00
-7.855934619903564453e+00,-6.653242111206054688e+00
-9.086809158325195312e+00,-6.920319557189941406e+00
-9.321117401123046875e+00,-6.998221874237060547e+00
-9.436974525451660156e+00,-6.983496189117431641e+00
