t,evidence
0.4,0.3963527549367028
0.8,0.7927055098734056
1.2000000000000002,1.1890582648101085
1.6,1.5854110197468112
4.4,-0.1150341142192069
4.8,-0.2300682284384138
8.4,0.05542817549942969
8.8,0.11085635099885938
9.2,0.1662845264982891
12.4,0.9077396240926124
12.8,1.8154792481852249
13.2,2.7232188722778377
13.6,3.6309584963704498
16.4,-0.45595869365647995
16.8,-0.9119173873129599
20.4,0.5668150446553394
20.8,1.1336300893106788
21.2,1.7004451339660183
21.6,2.2672601786213575
22.0,2.8340752232766966
24.4,0.22589046521806622
24.8,0.45178093043613243
25.2,0.6776713956541988
28.4,-0.1150341142192069
28.8,-0.2300682284384138
32.4,-0.2854964039378435
32.8,-0.570992807875687
33.2,-0.8564892118135305
33.6,-1.141985615751374
34.0,-1.4274820196892173
34.4,-1.7129784236270607
34.8,-1.9984748275649045
36.4,0.7372773343739759
36.8,1.4745546687479518
37.2,2.211832003121928
37.6,2.9491093374959036
40.4,1.0782019138112489
40.8,2.1564038276224977
41.2,3.234605741433747
41.6,4.312807655244995
44.4,-0.2854964039378435
44.8,-0.570992807875687
48.4,0.7372773343739759
48.8,1.4745546687479518
49.2,2.211832003121928
52.4,0.3963527549367028
52.8,0.7927055098734056
53.2,1.1890582648101085
53.6,1.5854110197468112
54.0,1.981763774683514
56.4,1.0782019138112489
56.8,2.1564038276224977
57.2,3.234605741433747
60.4,0.5668150446553394
60.8,1.1336300893106788
61.2,1.7004451339660183
61.6,2.2672601786213575
64.4,0.05542817549942969
64.8,0.11085635099885938
65.2,0.1662845264982891
65.6,0.22171270199771875
68.4,0.9077396240926124
68.8,1.8154792481852249
69.2,2.7232188722778377
72.4,-0.45595869365647995
72.8,-0.9119173873129599
76.4,0.3963527549367028
76.8,0.7927055098734056
77.2,1.1890582648101085
80.4,1.0782019138112489
80.8,2.1564038276224977
81.2,3.234605741433747
84.4,0.5668150446553394
84.8,1.1336300893106788
85.2,1.7004451339660183
88.4,-0.45595869365647995
88.8,-0.9119173873129599
92.4,0.05542817549942969
92.8,0.11085635099885938
93.2,0.1662845264982891
96.4,0.9077396240926124
96.8,1.8154792481852249
97.2,2.7232188722778377
100.4,0.22589046521806622
100.8,0.45178093043613243
101.2,0.6776713956541988
104.4,0.7372773343739759
104.8,1.4745546687479518
105.2,2.211832003121928
105.6,2.9491093374959036
108.4,0.3963527549367028
108.8,0.7927055098734056
109.2,1.1890582648101085
109.6,1.5854110197468112
110.0,1.981763774683514
112.4,-0.2854964039378435
112.8,-0.570992807875687
113.2,-0.8564892118135305
113.6,-1.141985615751374
116.4,1.0782019138112489
116.8,2.1564038276224977
120.4,0.05542817549942969
120.8,0.11085635099885938
121.2,0.1662845264982891
121.6,0.22171270199771875
122.0,0.27714087749714844
124.4,0.7372773343739759
124.8,1.4745546687479518
125.2,2.211832003121928
125.6,2.9491093374959036
128.4,0.05542817549942969
128.8,0.11085635099885938
129.2,0.1662845264982891
129.6,0.22171270199771875
130.0,0.27714087749714844
132.4,0.05542817549942969
132.8,0.11085635099885938
133.2,0.1662845264982891
136.4,0.7372773343739759
136.8,1.4745546687479518
137.2,2.211832003121928
140.4,-0.1150341142192069
140.8,-0.2300682284384138
141.2,-0.3451023426576207
144.4,0.7372773343739759
144.8,1.4745546687479518
148.4,-0.45595869365647995
148.8,-0.9119173873129599
152.4,-0.1150341142192069
152.8,-0.2300682284384138
156.4,-0.2854964039378435
156.8,-0.570992807875687
157.2,-0.8564892118135305
157.6,-1.141985615751374
160.4,1.0782019138112489
160.8,2.1564038276224977
164.4,0.9077396240926124
164.8,1.8154792481852249
165.2,2.7232188722778377
168.4,0.9077396240926124
168.8,1.8154792481852249
169.2,2.7232188722778377
172.4,0.22589046521806622
172.8,0.45178093043613243
173.2,0.6776713956541988
176.4,0.5668150446553394
176.8,1.1336300893106788
177.2,1.7004451339660183
180.4,0.3963527549367028
