t,P_chosen,P_unchosen,P_left,P_right
24.48133583300005,0.4812265317983534,0.5187734682016466,0.4812265317983534,0.5187734682016466
25.03133583300005,0.4949353031034614,0.5050646968965387,0.4949353031034614,0.5050646968965387
25.581335833000047,0.5134112242781393,0.48658877572186066,0.5134112242781393,0.48658877572186066
26.131335833000048,0.5758576873308736,0.42414231266912644,0.5758576873308736,0.42414231266912644
26.68133583300005,0.6381784497327799,0.3618215502672201,0.6381784497327799,0.3618215502672201
27.23133583300005,0.7148407312255101,0.28515926877448994,0.7148407312255101,0.28515926877448994
27.78133583300005,0.7839083047069951,0.21609169529300493,0.7839083047069951,0.21609169529300493
28.331335833000047,0.8747643470881922,0.1252356529118079,0.8747643470881922,0.1252356529118079
32.03124533300006,0.536978999145945,0.4630210008540549,0.4630210008540549,0.536978999145945
32.58124533300006,0.5302070129082255,0.46979298709177447,0.46979298709177447,0.5302070129082255
33.13124533300006,0.5219472901672974,0.47805270983270265,0.47805270983270265,0.5219472901672974
33.681245333000064,0.4799949311575168,0.5200050688424832,0.5200050688424832,0.4799949311575168
41.971870874999965,0.4725567444370141,0.5274432555629859,0.4725567444370141,0.5274432555629859
42.52187087499997,0.4827283884755951,0.5172716115244049,0.4827283884755951,0.5172716115244049
43.071870874999966,0.5044388758652325,0.4955611241347675,0.5044388758652325,0.4955611241347675
43.62187087499997,0.555224765827332,0.444775234172668,0.555224765827332,0.444775234172668
44.17187087499997,0.6052569556935866,0.39474304430641344,0.6052569556935866,0.39474304430641344
44.721870874999965,0.6696207093056759,0.33037929069432426,0.6696207093056759,0.33037929069432426
45.27187087499997,0.742091668591251,0.257908331408749,0.742091668591251,0.257908331408749
45.821870874999966,0.80440655917413,0.1955934408258701,0.80440655917413,0.1955934408258701
51.71088966699999,0.4904099498338371,0.5095900501661629,0.5095900501661629,0.4904099498338371
52.260889666999994,0.4835812166237109,0.5164187833762891,0.5164187833762891,0.4835812166237109
52.81088966699999,0.5312856521734792,0.46871434782652077,0.46871434782652077,0.5312856521734792
53.360889666999995,0.5836329676757964,0.41636703232420363,0.41636703232420363,0.5836329676757964
53.91088966699999,0.6384613977024576,0.3615386022975425,0.3615386022975425,0.6384613977024576
54.46088966699999,0.7051987376293812,0.2948012623706187,0.2948012623706187,0.7051987376293812
55.010889666999994,0.7741601809674047,0.22583981903259537,0.22583981903259537,0.7741601809674047
55.56088966699999,0.8365205736864875,0.16347942631351264,0.16347942631351264,0.8365205736864875
56.110889666999995,0.8954231707054513,0.10457682929454877,0.10457682929454877,0.8954231707054513
62.01885837499985,0.5068377911196995,0.49316220888030043,0.49316220888030043,0.5068377911196995
62.568858374999856,0.5189915989384841,0.4810084010615158,0.4810084010615158,0.5189915989384841
63.11885837499985,0.5388868730071289,0.4611131269928711,0.4611131269928711,0.5388868730071289
63.66885837499986,0.6070854054842126,0.3929145945157874,0.3929145945157874,0.6070854054842126
64.21885837499985,0.6764183795459093,0.3235816204540908,0.3235816204540908,0.6764183795459093
64.76885837499985,0.7388938169567925,0.26110618304320754,0.26110618304320754,0.7388938169567925
72.41906329199973,0.5024571525539658,0.4975428474460342,0.4975428474460342,0.5024571525539658
72.96906329199973,0.4995735440990343,0.5004264559009657,0.5004264559009657,0.4995735440990343
73.51906329199974,0.4959655133665587,0.5040344866334413,0.5040344866334413,0.4959655133665587
81.74190308299994,0.5120133576116965,0.48798664238830347,0.48798664238830347,0.5120133576116965
82.29190308299994,0.526070563086519,0.473929436913481,0.473929436913481,0.526070563086519
82.84190308299995,0.55060922110244,0.44939077889755996,0.44939077889755996,0.55060922110244
83.39190308299995,0.5858325957611172,0.41416740423888276,0.41416740423888276,0.5858325957611172
83.94190308299994,0.62431206843864,0.3756879315613601,0.3756879315613601,0.62431206843864
84.49190308299994,0.6647361544412516,0.3352638455587485,0.3352638455587485,0.6647361544412516
85.04190308299994,0.7393650028930523,0.2606349971069477,0.2606349971069477,0.7393650028930523
92.95224283299994,0.49639194443644385,0.5036080555635561,0.5036080555635561,0.49639194443644385
93.50224283299994,0.5104689091488619,0.4895310908511381,0.4895310908511381,0.5104689091488619
94.05224283299995,0.5480562396358679,0.45194376036413203,0.45194376036413203,0.5480562396358679
94.60224283299995,0.5852932027221427,0.41470679727785736,0.41470679727785736,0.5852932027221427
95.15224283299995,0.6237906072189565,0.3762093927810435,0.3762093927810435,0.6237906072189565
95.70224283299994,0.6731425838854321,0.326857416114568,0.326857416114568,0.6731425838854321
96.25224283299994,0.7360036494365823,0.26399635056341775,0.26399635056341775,0.7360036494365823
103.42364162499989,0.4795112566278444,0.5204887433721557,0.4795112566278444,0.5204887433721557
103.97364162499989,0.4863060023310126,0.5136939976689874,0.4863060023310126,0.5136939976689874
104.5236416249999,0.5000200044726646,0.4999799955273354,0.5000200044726646,0.4999799955273354
105.0736416249999,0.5198445668711548,0.48015543312884523,0.5198445668711548,0.48015543312884523
105.62364162499989,0.5597499890246403,0.4402500109753597,0.5597499890246403,0.4402500109753597
106.17364162499989,0.6139610728950461,0.38603892710495397,0.6139610728950461,0.38603892710495397
112.07739225000005,0.4988010785002036,0.5011989214997964,0.5011989214997964,0.4988010785002036
112.62739225000004,0.5153110621089609,0.48468893789103906,0.48468893789103906,0.5153110621089609
113.17739225000005,0.5377548486415877,0.46224515135841227,0.46224515135841227,0.5377548486415877
113.72739225000005,0.5810741005462061,0.418925899453794,0.418925899453794,0.5810741005462061
