-7.330501556396484375e+00,-6.964004039764404297e+00
-7.375117301940917969e+00,-7.546297073364257812e+00
-6.972950935363769531e+00,-7.626424789428710938e+00
-7.040753364562988281e+00,-7.707448482513427734e+00
-7.195216655731201172e+00,-8.169318199157714844e+00
-7.193153858184814453e+00,-8.286029815673828125e+00
-7.461472988128662109e+00,-8.641389846801757812e+00
-7.116062641143798828e+00,-8.342537879943847656e+00
-7.037348270416259766e+00,-8.636642456054687500e+00
-7.409302711486816406e+00,-1.127114963531494141e+01
