-7.373481273651123047e+00,-7.263087749481201172e+00
-7.264822483062744141e+00,-7.214199066162109375e+00
-6.913176059722900391e+00,-6.996811389923095703e+00
-7.444229602813720703e+00,-7.537557601928710938e+00
-6.961309909820556641e+00,-7.457812786102294922e+00
-7.182390689849853516e+00,-7.805114746093750000e+00
-7.007049083709716797e+00,-7.870736598968505859e+00
-7.809652805328369141e+00,-8.942994117736816406e+00
-7.479215145111083984e+00,-1.017963218688964844e+01
-7.411856174468994141e+00,-1.162039375305175781e+01
