-7.146872043609619141e+00,-7.611489295959472656e+00
-7.278317451477050781e+00,-7.210253715515136719e+00
-7.538608551025390625e+00,-7.384601116180419922e+00
-7.589838981628417969e+00,-7.272861003875732422e+00
-7.791600704193115234e+00,-7.239013195037841797e+00
-7.864235877990722656e+00,-7.229403018951416016e+00
-8.343093872070312500e+00,-7.456307411193847656e+00
-8.919503211975097656e+00,-7.250957489013671875e+00
-1.097298622131347656e+01,-7.235732078552246094e+00
-1.235238647460937500e+01,-7.945376873016357422e+00
