subject_id,run,session,η,β,s
1,1,bhb,0.010132641001363643,1.0132641001363643,1.8548826365286388
2,1,bhb,0.04492686606239153,4.492686606239136,15.339339465081569
3,1,bhb,0.0001627217908301277,0.016272178959875053,9.496649150975253
4,1,bhb,0.13329651686259997,13.329651686259997,35.754569510541494
7,1,bhb,0.0007604050818681881,0.07604052494949995,8.359984185398918
8,1,bhb,0.0007270636837765124,0.12108025572527979,22.186534740889922
9,1,bhb,0.000672251459207762,0.06722514590534209,3.6430475165022527
10,1,bhb,0.010322266634595624,1.0322266634595625,1.2398729813145792
11,1,bhb,0.193229884224981,19.322988497190412,0.4732554795076605
13,1,bhb,0.06726464291523056,6.72646429152306,0.18128055952090344
16,1,bhb,0.20859174810973,20.85917481100041,0.15889205292751712
18,1,bhb,0.0004321666595937701,0.043216665967297334,9.40601215528053
19,1,bhb,0.0002926285012278485,0.029262850121790633,2.07712553001054
20,1,bhb,0.010060748947397315,1.0060748947397316,1.0434541390145853
21,1,bhb,0.018575106477401064,1.8575106477401064,3.044523195881412
22,1,bhb,0.0010135184316262158,0.1013518431626159,0.4624006479877673
28,1,bhb,0.011882612253449533,1.1882612253449534,2.782261055589451
29,1,bhb,0.07545976824224662,7.545976824234181,12.65320545048855
32,1,bhb,0.010228983113855271,1.0228983113855272,1.207296509743646
33,1,bhb,0.00048359115085558124,0.048359115085574916,49.472051441645284
34,1,bhb,0.03135706019877032,3.135706019877032,1.1812567199487298
36,1,bhb,0.011674390975423122,1.1674390975423123,0.3404278843014147
37,1,bhb,0.0004614530773709126,0.044195100691317844,24.573515197379013
38,1,bhb,0.015527479712000577,1.5527479712000576,2.3052112742632724
40,1,bhb,0.01818936121130639,1.8189361211306387,6.628344843669595
41,1,bhb,0.2736463343413572,27.36466225119849,2.234223296060817
43,1,bhb,0.01162371440550547,1.1623726181407503,7.591505800407564
101,1,bhb,0.03403555344741476,3.4035553447806026,1.9394434918860444
104,1,bhb,0.01177077128595857,1.1770771285958568,0.23959964232911812
105,1,bhb,0.018685798602589333,1.8652436710585534,5.875497325033459
106,1,bhb,0.472532430960772,47.2532430960772,2.0511476487321576
107,1,bhb,0.010165837567829879,1.0165837567829878,1.1343242574986436
111,1,bhb,0.010346431087444735,1.0346431087444734,1.3834932593078166
117,1,bhb,0.010067655134573715,1.0067655134573714,1.04270590464612
119,1,bhb,0.0002221617772192233,0.022202464809068904,15.90433007051211
120,1,bhb,0.9961582412017113,99.61582412015801,0.5720016886664504
