subject_id,run,session,η,ηₓ,α,β,σ²,d,N_rules
1,1,bhb,0.0,0.09502828407919155,1.0000000000000018,0.3209130809700753,0.14031871421264916,0.9999999999999973,8
1,2,bhb,0.0,0.0912265553983775,1.0000385291760776,0.3216887140205383,0.13494580182993413,0.9998394621234181,6
1,1,glc,0.016413329137057533,0.07340181770013689,1.013146891614268,0.6832365316648679,0.12537216016844685,1.0166438860267788,8
1,2,glc,0.0,0.07498949856537837,1.0010747741420918,0.4969874588275945,0.13043970718693113,0.9994968422472973,53
2,1,bhb,0.009527253795139627,0.1008997480562439,1.047535325698371,0.5815024026976656,0.05528341764142718,0.9872599924933684,27
2,2,bhb,0.0,0.1504488776456344,1.0000000001745286,0.4854699345367444,0.10611973912565978,0.9999999999236403,6
2,1,glc,0.07288219587681943,0.10059939381192397,0.9998755989387381,0.30470958262599,0.13144714264488194,0.9993155900418521,5
2,2,glc,0.10000680478590199,0.10007803284650134,1.000050343727969,1.000043855637808,0.024944277622573834,0.9994694508553403,73
3,1,bhb,0.0,0.07348978551398147,0.9999997434845548,0.4784731066256007,0.13269497105805877,1.0000002524009821,12
3,2,bhb,0.01768661427922479,0.10149395410624905,1.0375232052906618,0.8589289129570883,0.08557963745088575,1.0952443069733053,52
3,1,glc,0.10149040998105449,0.10927132666429581,1.1527697310503704,0.5118871200281521,0.10140603305286053,0.7823828548211381,26
3,2,glc,0.09433758685545406,0.10243301346760515,1.0131301169030191,0.2561155770910075,0.09737722836016664,1.0302705116177147,12
4,1,bhb,0.03012908027233721,0.09621034356081143,1.044015644127411,0.9389093244613609,0.10111440595294517,1.0038302985158654,56
4,2,bhb,0.06451449370963366,0.06880294145058785,0.9998054310940987,0.43587166422630863,0.01837246499070952,0.9948329664565865,79
4,1,glc,0.09499894137716429,0.10003328962291672,1.0000046472324209,1.0005101682544297,0.012022261333924358,0.9995444482860117,75
4,2,glc,0.007681398437903029,0.17745338088431786,0.9983324748330116,0.44517257990090403,0.20129926887959879,1.015495877003494,4
7,1,bhb,0.012522712401736925,0.09706814505149934,1.050294745454192,0.9344998491438473,0.09688527282362717,1.1152873357436224,18
7,2,bhb,0.004511084426022955,0.12746646904736128,1.0000705789826339,0.5846813124638125,0.05771585524638086,1.0000044605987382,13
7,1,glc,0.10005868800349048,0.10004721530591595,1.0001467774216877,1.0003777585034679,0.024981750157721506,1.0003837186481768,79
7,2,glc,0.09989175565217416,0.10383881880114344,1.0012162265505051,0.15837457714491382,0.11376407554378531,0.9907372283473989,10
8,1,bhb,0.10024442403734096,0.024952417552510965,0.9944569903174167,0.9982502278860325,0.0996585021344821,1.00243713291007,50
8,2,bhb,0.0,0.0898996777075289,1.0145261659003901,0.4248279530786481,0.12436414740161321,0.9842614185625915,29
8,1,glc,0.0,0.0902763907548413,1.00112027475735,0.39274498372722505,0.12638694609475085,0.9985408068450041,15
8,2,glc,0.0161166422030923,0.11112812106110746,0.9544752177908989,1.0209485125354154,0.08834373185693047,0.9821835252231851,9
9,1,bhb,0.0060542757510492675,0.08631680600241251,0.9997063207169224,0.5665803638338593,0.05268087513252608,0.9980703385990128,56
