-7.354401588439941406e+00,-6.800611019134521484e+00
-7.227080821990966797e+00,-7.239731311798095703e+00
-7.087786674499511719e+00,-7.116778373718261719e+00
-7.203476428985595703e+00,-7.752330303192138672e+00
-7.132663249969482422e+00,-8.128136634826660156e+00
-7.368670463562011719e+00,-8.468445777893066406e+00
-7.285027027130126953e+00,-8.956871032714843750e+00
-7.395067691802978516e+00,-9.410907745361328125e+00
-7.588387489318847656e+00,-9.990439414978027344e+00
-7.427236080169677734e+00,-1.223255348205566406e+01
