-7.297003269195556641e+00,-7.289351463317871094e+00
-7.469341278076171875e+00,-7.410331726074218750e+00
-7.193147659301757812e+00,-7.118679523468017578e+00
-7.378756046295166016e+00,-7.159313678741455078e+00
-7.479801177978515625e+00,-7.126848697662353516e+00
-7.595200061798095703e+00,-7.199432849884033203e+00
-7.883499622344970703e+00,-7.233579158782958984e+00
-8.289779663085937500e+00,-7.114818096160888672e+00
-9.406280517578125000e+00,-7.217641353607177734e+00
-1.165911102294921875e+01,-7.618076801300048828e+00
