-7.516600131988525391e+00,-7.256412506103515625e+00
-7.377797603607177734e+00,-7.479852199554443359e+00
-7.132171630859375000e+00,-7.406682491302490234e+00
-7.203608512878417969e+00,-7.566134929656982422e+00
-7.219391345977783203e+00,-8.039504051208496094e+00
-7.280544757843017578e+00,-8.319899559020996094e+00
-7.322961807250976562e+00,-8.389814376831054688e+00
-7.137298583984375000e+00,-8.424325942993164062e+00
-6.957273483276367188e+00,-8.554176330566406250e+00
-7.465983867645263672e+00,-9.175492286682128906e+00
