t_loglikelihood,t_logposterior_stimulus,t_logposterior,t_RPE_pos,t_RPE_neg,loglikelihood,logposterior_stimulus,logposterior,RPE_pos,RPE_neg
16.03680875000282,16.03680875000282,17.345875334001903,17.345875334001903,0.0,-2.759305040992688,0.0,0.0,0.08250667987390169,0.0
24.281675666999945,24.281675666999945,25.09987354199984,0.0,25.09987354199984,-7.150381598674946,-0.6645243915563039,-35.292417164880156,0.0,-7.766352153513551e-17
32.85350216700317,32.85350216700317,34.32621275100246,0.0,34.32621275100246,-3.935333728891518,-0.7644465041677058,-0.2832394925444124,0.0,0.0
38.98188591700455,38.98188591700455,40.545908001004136,0.0,40.545908001004136,-4.607701146377747,-0.7255743151504221,-0.5475795163693329,0.0,0.0
47.57949375000317,47.57949375000317,49.121902583006886,49.121902583006886,0.0,-4.625241402443149,-0.7332268176193368,-34.811405867324964,1.25637021325329e-16,0.0
55.30768629200611,55.30768629200611,56.85090525000851,0.0,56.85090525000851,-4.350068579990907,-0.9056355593738319,0.0,0.0,0.0
61.377767167003185,61.377767167003185,63.08391008400213,0.0,63.08391008400213,-4.698724706432595,-0.8542668206406354,-36.34349945426439,0.0,-2.7148000016183596e-17
68.01474033300474,68.01474033300474,68.94318716600537,68.94318716600537,0.0,-4.01448166707568,-0.8772310914279906,-35.80861234794435,4.6348572152111936e-17,0.0
75.4438186250045,75.4438186250045,77.13193637500808,0.0,77.13193637500808,-3.6249456847585453,-1.036373218102372,-0.5768628299206693,0.0,0.0
84.15485762500612,84.15485762500612,85.70790912500524,0.0,85.70790912500524,-4.236168174236126,-0.9219640745318163,-35.916744820387215,0.0,-4.159824643254002e-17
92.85326329200325,92.85326329200325,94.65194000000338,0.0,94.65194000000338,-3.104395194404826,-1.055380140592587,-0.5691947118679446,0.0,0.0
107.72316520800086,107.72316520800086,108.84693795800558,108.84693795800558,0.0,-5.202351328563151,-1.0194364718746005,-35.440715997426736,6.69594248223693e-17,0.0
116.45530050000525,116.45530050000525,117.38595250000071,0.0,117.38595250000071,-4.980588119753596,-1.1455889374859263,-36.721020268334975,0.0,-1.861155390147729e-17
123.68196937500034,123.68196937500034,124.59995087499556,124.59995087499556,0.0,-3.6986055866785708,-1.0921375077456892,-36.019195459919985,3.754752161551782e-17,0.0
131.90914279199933,131.90914279199933,132.94926166699588,0.0,132.94926166699588,-7.163750564965193,-0.7956641401777595,-35.91604948321087,0.0,-4.162718129833348e-17
138.14766408300056,138.14766408300056,138.94894462500088,0.0,138.94894462500088,-4.296086423008519,-1.0768168727097507,-0.3954995559172625,0.0,0.0
145.1893430420023,145.1893430420023,146.57397362600022,0.0,146.57397362600022,-4.3958057021924715,-1.0730348410273205,-0.5389364690276404,0.0,0.0
153.7624611670035,153.7624611670035,154.71526633400208,0.0,154.71526633400208,-4.70793355801202,-1.022001938591603,-35.7280324096175,0.0,-5.023793527511954e-17
161.9258608750024,161.9258608750024,162.84893808299967,162.84893808299967,0.0,-3.213351110308562,-1.2427356081458645,-36.741503511645064,1.8234206754569955e-17,0.0
170.65635045800445,170.65635045800445,171.51696637500572,0.0,171.51696637500572,-8.260156851412116,-0.4312727250790438,-0.2312540722091665,0.0,0.0
178.41983674999938,178.41983674999938,179.4549873750002,0.0,179.4549873750002,-6.690175290614311,-0.9749875486002857,-35.844301950268225,0.0,-4.472358018443192e-17
184.27344650000305,184.27344650000305,185.38100083300378,185.38100083300378,0.0,-4.663294005225886,-1.1355584286177098,-36.30849996755793,2.8114989440006087e-17,0.0
192.65348783300578,192.65348783300578,193.74897070800944,0.0,193.74897070800944,-9.094533184613402,-0.7192040409244047,-35.466890819467174,0.0,-6.522951263110394e-17
201.2931482500062,201.2931482500062,202.39199595800892,0.0,202.39199595800892,-6.471837255001206,-0.8767713881948982,-0.43135354865618325,0.0,0.0
209.16144066700508,209.16144066700508,210.01699129200279,0.0,210.01699129200279,-5.841339289448213,-1.1079548371231107,-0.6602752589269816,0.0,0.0
217.23935654200613,217.23935654200613,218.2870023340074,0.0,218.2870023340074,-4.684514099734093,-1.0951641854872385,-35.65881661735504,0.0,-5.3838359574597047e-17
225.2578316250001,225.2578316250001,226.35298766699998,0.0,226.35298766699998,-5.705010665380224,-0.907755109652336,-0.6169021622008435,0.0,0.0
232.231324417,232.231324417,233.77601354200306,0.0,233.77601354200306,-6.987148570477553,-1.0706632251481905,-0.7177009905177467,0.0,0.0
240.03760891700222,240.03760891700222,241.0460052089984,0.0,241.0460052089984,-4.038959338702744,-1.0732805486031118,-35.51012855078572,0.0,-6.246924045755171e-17
246.31302233300084,246.31302233300084,247.7020137080035,0.0,247.7020137080035,-6.993375520385937,-0.6866108163178737,-0.5403946377006772,0.0,0.0
254.24624466700334,254.24624466700334,255.15501266700448,0.0,255.15501266700448,-11.657230538774456,-0.6437235476583982,-0.14396383377076383,0.0,-0.07144410705308397
260.10064033300296,260.10064033300296,260.92802999900596,0.0,260.92802999900596,-8.528296246951397,-1.017382340072432,-1.102071658324304,0.0,-0.027407250629625138
266.71985554200364,266.71985554200364,268.05702900100005,0.0,268.05702900100005,-6.766621978039359,-1.1918704599716756,-0.835669132081275,0.0,0.0
272.64859887499915,272.64859887499915,273.22933000000194,0.0,273.22933000000194,-6.910367255017919,-0.771321351468286,-0.45348193638216294,0.0,0.0
278.7460339579993,278.7460339579993,279.43704750000325,279.43704750000325,0.0,-5.063763116242402,-1.13247425472425,-36.13058220594232,3.3589738809727166e-17,0.0
287.04007004199957,287.04007004199957,287.6760407499969,287.6760407499969,0.0,-7.000125636857705,-1.1965413969488043,-1.3823056970359602,0.02070910712391625,0.0
