-6.858335018157958984e+00,-7.181533813476562500e+00
-6.946040153503417969e+00,-6.803561687469482422e+00
-7.361142158508300781e+00,-6.825521469116210938e+00
-8.003769874572753906e+00,-7.351295471191406250e+00
-8.693609237670898438e+00,-7.968706130981445312e+00
-8.041113853454589844e+00,-7.215401172637939453e+00
-8.432719230651855469e+00,-7.252873420715332031e+00
-8.999613761901855469e+00,-7.522595882415771484e+00
-9.452816009521484375e+00,-7.399531841278076172e+00
-1.170067787170410156e+01,-7.399139881134033203e+00
