-7.696743965148925781e+00,-6.879689216613769531e+00
-7.299863815307617188e+00,-7.371901035308837891e+00
-7.309387683868408203e+00,-7.426473617553710938e+00
-6.958291530609130859e+00,-7.485312461853027344e+00
-6.839943885803222656e+00,-7.439123630523681641e+00
-7.203365325927734375e+00,-7.804261684417724609e+00
-7.343687534332275391e+00,-7.961608886718750000e+00
-7.136457920074462891e+00,-7.821890354156494141e+00
-6.918232440948486328e+00,-8.584939002990722656e+00
-6.907140731811523438e+00,-8.593799591064453125e+00
