-7.611582756042480469e+00,-6.926131725311279297e+00
-7.424283504486083984e+00,-7.441978931427001953e+00
-7.299863815307617188e+00,-7.371901035308837891e+00
-6.974164962768554688e+00,-7.410951614379882812e+00
-7.226845264434814453e+00,-7.843789577484130859e+00
-7.170755386352539062e+00,-7.828931808471679688e+00
-6.777112007141113281e+00,-7.497607231140136719e+00
-7.175745010375976562e+00,-7.987175941467285156e+00
-6.974406242370605469e+00,-8.419665336608886719e+00
-6.991840362548828125e+00,-8.636013031005859375e+00
