-7.414735317230224609e+00,-7.014707088470458984e+00
-7.280612945556640625e+00,-7.262210845947265625e+00
-7.264042854309082031e+00,-7.311283111572265625e+00
-7.206263542175292969e+00,-7.476983547210693359e+00
-7.208901405334472656e+00,-7.698114871978759766e+00
-7.165467739105224609e+00,-7.947286605834960938e+00
-7.109314441680908203e+00,-8.153486251831054688e+00
-6.950798988342285156e+00,-8.340123176574707031e+00
-7.556899547576904297e+00,-8.957159042358398438e+00
-7.015562057495117188e+00,-9.194933891296386719e+00
