-7.325279235839843750e+00,-7.409649848937988281e+00
-7.288264751434326172e+00,-7.425910472869873047e+00
-7.222856521606445312e+00,-7.420437812805175781e+00
-7.007220745086669922e+00,-7.358795166015625000e+00
-7.065730571746826172e+00,-7.475476741790771484e+00
-7.165467739105224609e+00,-7.947286605834960938e+00
-7.109314441680908203e+00,-8.153486251831054688e+00
-6.973361492156982422e+00,-8.287166595458984375e+00
-7.476821422576904297e+00,-9.145879745483398438e+00
-6.845490455627441406e+00,-8.749156951904296875e+00
