-7.217354297637939453e+00,-7.329495906829833984e+00
-7.432948589324951172e+00,-7.330632209777832031e+00
-7.573294639587402344e+00,-7.337234020233154297e+00
-7.904490470886230469e+00,-7.273728370666503906e+00
-8.109348297119140625e+00,-7.291667938232421875e+00
-7.886400222778320312e+00,-6.860736370086669922e+00
-8.577066421508789062e+00,-7.471940517425537109e+00
-8.290640830993652344e+00,-6.849976539611816406e+00
-9.002717018127441406e+00,-7.000236034393310547e+00
-9.819813728332519531e+00,-7.465306282043457031e+00
