-7.045159816741943359e+00,-7.351743221282958984e+00
-7.451688766479492188e+00,-7.387180805206298828e+00
-7.714841365814208984e+00,-7.344807147979736328e+00
-7.330026626586914062e+00,-6.817821979522705078e+00
-8.453809738159179688e+00,-7.862236976623535156e+00
-7.518166542053222656e+00,-6.822020053863525391e+00
-8.706293106079101562e+00,-7.547029018402099609e+00
-9.713145256042480469e+00,-7.138808250427246094e+00
-9.980751991271972656e+00,-7.352106571197509766e+00
-1.051850128173828125e+01,-7.308262825012207031e+00
