-7.396247386932373047e+00,-7.380146980285644531e+00
-7.076517105102539062e+00,-7.207955837249755859e+00
-7.402175903320312500e+00,-7.736591815948486328e+00
-7.480608463287353516e+00,-7.835819244384765625e+00
-7.093838691711425781e+00,-7.813097476959228516e+00
-7.137300491333007812e+00,-8.151086807250976562e+00
-7.119812965393066406e+00,-8.163870811462402344e+00
-6.938812732696533203e+00,-9.166815757751464844e+00
-7.456311225891113281e+00,-9.716401100158691406e+00
-7.245363235473632812e+00,-1.005922031402587891e+01
