-7.331315994262695312e+00,-7.160937309265136719e+00
-7.239727973937988281e+00,-7.090094089508056641e+00
-6.951383590698242188e+00,-7.037263393402099609e+00
-6.998648166656494141e+00,-8.178294181823730469e+00
-7.393790245056152344e+00,-8.675168037414550781e+00
-7.449398994445800781e+00,-8.831902503967285156e+00
-7.578366756439208984e+00,-1.001755809783935547e+01
-7.416754722595214844e+00,-1.024157524108886719e+01
-7.460370540618896484e+00,-1.056282806396484375e+01
-7.303668022155761719e+00,-1.066377067565917969e+01
